# Astellar visual asset catalog v1
# hash	name	category
314c1cf1	ProfileIcon1012062	头像
31554f89	ProtectorIcon1070143	卡套
316edd26	ProfileIcon1010013	头像
31783d75	ProfileFrame1031009	头像框
31959b59	DeckCase1011_Open_L	卡盒
31adae2e	WallPaper0128_2	大厅壁纸
31bf0d46	WallPaper0122_1	大厅壁纸
31c1962a	ProtectorIcon1070026	卡套
31c8e6d2	ProfileIcon1011056_L	头像
31ce4963	DeckCase0015_L_reverse	卡盒
31cea9b7	ProfileIcon1010077_L	头像
31d5b055	DeckCase2003_L	卡盒
31d942c5	ProfileIcon1012080_L	头像
3200feaa	ProfileIcon1012013_L	头像
3226bb17	WallPaper0094_1	大厅壁纸
32362e76	DeckCase2026_L	卡盒
323dda03	ProfileIcon1011042	头像
324db57f	ProfileIcon1012059	头像
32561442	ProfileFrame1030036	头像框
325828b8	WallPaper0075_2	大厅壁纸
326f74a8	ProfileIcon1010028	头像
3271c3eb	CoinTossIcon1180004	硬币
32784b56	ProfileIcon1011015_L	头像
327f47ac	ProfileIcon1010105	头像
3284951f	ProtectorIcon1073001	卡套
3286b20a	WallPaper0044_1	大厅壁纸
32c1d9fa	ProfileFrame1031023_L	头像框
32cda752	ProtectorIcon1072005_2	卡套
32ee3aff	DeckCase1012	卡盒
32fd62da	ProfileIcon1010053_L	头像
3303b3cd	ProfileFrame1031022_L	头像框
33087886	ProtectorIcon1071004	卡套
336508f1	DeckCase2018_Open_L	卡盒
33ae3165	ProfileIcon1010135_L	头像
33bfd8ce	WallPaper0086_light	大厅壁纸
33da9b0c	ProtectorIcon1070053	卡套
33e0dab0	ProfileIcon1010028_L	头像
33efd28a	DeckCase0006_L_reverse	卡盒
3409c466	DeckCase0020_Open_L	卡盒
340a1b11	ProfileFrame1031026_L	头像框
340d2be8	ProfileFrame1032011	头像框
3421db28	DeckCase2024	卡盒
3473be51	ProfileIcon1012027_L	头像
34f8c9e1	ProfileIcon1010004_L	头像
350265e6	ProfileIcon1011026_L	头像
350c4561	ProtectorIcon1071030	卡套
351bbd68	DeckCase2015_L_reverse	卡盒
35207625	Mat_031_01_BaseColor_far	决斗场地
35207625	Mat_031_02_BaseColor_far	决斗场地
35207625	Mat_031_03_BaseColor	决斗场地
35207625	Mat_031_05_BaseColor_far	决斗场地
353bd05b	ProfileFrame1030032	头像框
354a7f48	ProtectorIcon1070102	卡套
354b7f0e	WallPaper0094_5	大厅壁纸
357601eb	WallPaper0025_2	大厅壁纸
357601eb	WallPaper0025_3	大厅壁纸
3581bf85	ProfileIcon1012018_L	头像
35874c6a	ProfileIcon1010060_L	头像
35970a19	WallPaper0045_2	大厅壁纸
35a55a0b	ProfileIcon1011007	头像
35dd719e	ProfileIcon1010101_L	头像
35dea6eb	ProtectorIcon1070067	卡套
35e7c7a4	ProfileIcon1010140	头像
36034aa6	Mat_026_01_BaseColor_far	决斗场地
36034aa6	Mat_026_02_BaseColor_far	决斗场地
36034aa6	Mat_026_04_BaseColor_far	决斗场地
36034aa6	Mat_026_05_BaseColor_far	决斗场地
3631ae8b	ProfileIcon1011002_L	头像
364433b5	DeckCase2020_L	卡盒
364ca548	ProfileFrame1031025_L	头像框
3680b91a	DeckCase2007_L	卡盒
36aeb555	WallPaper0123_2	大厅壁纸
36b48707	ProfileIcon1010044_L	头像
36d49cf9	ProfileIcon1012027	头像
36e0a128	DeckCase1004_L	卡盒
36f65d2e	ProfileIcon1010056	头像
36fa2d11	DeckCase0026_L	卡盒
37113088	DeckCase0022_Open_L	卡盒
3751726e	ProtectorIcon1070177	卡套
37753245	WallPaper0123_2glay	大厅壁纸
37898942	WallPaper0017_1	大厅壁纸
378ecf7f	ProfileFrame1031024_L	头像框
3793e6da	WallPaper0015_2	大厅壁纸
37bba629	ProfileIcon1011062_L	头像
37c5abcd	ProtectorIcon1070012	卡套
3833f428	DeckCase1008_L_reverse	卡盒
3838cd87	WallPaper0032_1	大厅壁纸
3840da67	ProfileIcon1010022_L	头像
3884df6d	Mat_500GN01_01_BaseColor_far	决斗场地
3884df6d	Mat_500GN01_02_BaseColor_far	决斗场地
3884df6d	Mat_500GN01_03_BaseColor_far	决斗场地
3884df6d	Mat_500GN01_05_BaseColor_far	决斗场地
3889bc00	ProfileIcon1011020	头像
38becef3	DeckCase0024_Open_L	卡盒
38c5f3eb	ProfileIcon1011064_L	头像
38ce715e	ProfileFrame1031005	头像框
38e4c837	DeckCase2020	卡盒
38ee212b	DeckCase2028_L	卡盒
391ff190	WallPaper0106_2	大厅壁纸
395d620d	ProfileIcon1010059_L	头像
39673e73	ProfileIcon1012070_L	头像
3992a118	ProfileIcon1010088_L	头像
39b58477	DeckCase2021_L_reverse	卡盒
39dfaff7	DeckCase0027_L	卡盒
39ec49c3	ProfileIcon1010053_L	头像
3a264edc	WallPaper0060_2	大厅壁纸
3aaa1da1	WallPaper0088_2	大厅壁纸
3aaf260b	ProfileIcon1011035_L	头像
3ab9ba4d	Mat_029_01_BaseColor_far	决斗场地
3ab9ba4d	Mat_029_02_BaseColor_far	决斗场地
3ab9ba4d	Mat_029_03_BaseColor	决斗场地
3ab9ba4d	Mat_029_05_BaseColor_far	决斗场地
3ac53e2c	DeckCase0027_Open_L	卡盒
3b73110a	ProfileIcon1010006_L	头像
3bc78fc0	CoinTossIcon1180008	硬币
3bdabb25	ProfileIcon1010071	头像
3bf63886	ProfileIcon1011040_L	头像
3c093fba	ProfileIcon1010035_L	头像
3c423b2d	ProfileIcon1010034	头像
3c520829	ProfileIcon1010119	头像
3c60fafa	ProfileIcon1012045	头像
3cb25176	DeckCase2004_L_reverse	卡盒
3cdc66f0	ProfileIcon1011001_L	头像
3cee01af	CoinTossIcon1180021	硬币
3cffc34b	Mat_007_01_BaseColor_far	决斗场地
3cffc34b	Mat_007_02_BaseColor_far	决斗场地
3cffc34b	Mat_007_03_BaseColor_far	决斗场地
3cffc34b	Mat_007_04_BaseColor	决斗场地
3cffc34b	Mat_007_05_BaseColor	决斗场地
3d13ac90	DeckCase2027_L	卡盒
3d1b0e6e	ProtectorIcon1071019	卡套
3d1bacaf	WallPaper0059_1	大厅壁纸
3d37f6cf	WallPaper0061_1	大厅壁纸
3d3edec2	DeckCase2003_L_reverse	卡盒
3d91ae5c	ProfileIcon1011008_L	头像
3dbba5b2	WallPaper0089_1	大厅壁纸
3dc4c830	CoinTossIcon_Tails	硬币
3df13a0e	ProfileFrame1030001	头像框
3e0e4983	WallPaper0107_1	大厅壁纸
3e13e037	ProfileIcon1010083_L	头像
3e18034b	DeckCase1012_L	卡盒
3e28ab08	DeckCase2025_Open_L	卡盒
3e5fdd36	ProfileIcon1010099	头像
3e6d08ec	ProfileIcon1010058_L	头像
3f113c08	ProfileIcon1011065	头像
3f147e88	ProfileIcon1012044_L	头像
3f1fbaf9	DeckCase1008_L	卡盒
3f297594	WallPaper0033_2	大厅壁纸
3f33fddf	ProfileIcon1013014	头像
3f3af4d7	ProfileIcon1010011_L	头像
3f41eb95	DeckCase0032_L_reverse	卡盒
3f53a1a7	ProfileIcon1010122	头像
3f9f0938	ProfileIcon1010067_L	头像
3fa3b547	ProfileFrame1031001	头像框
3fbfdd5b	ProfileIcon1011057_L	头像
3fdcffc8	Mat_010_01_BaseColor_far	决斗场地
3fdcffc8	Mat_010_02_BaseColor_far	决斗场地
3fdcffc8	Mat_010_05_BaseColor_far	决斗场地
3ffbca4f	ProtectorIcon1070090	卡套
4003ad53	ProtectorIcon1070018	卡套
4009f8a9	ProfileIcon1010128_L	头像
4026a43d	DeckCase0024_L_reverse	卡盒
403f5bd1	ProfileIcon1012024_L	头像
4047cd2a	WallPaper0105_2	大厅壁纸
405baa30	ProfileIcon1010122_L	头像
40750901	DeckCase0030_Open_L	卡盒
408c139b	ProfileIcon1010018_L	头像
40e3070d	ProfileFrame1030032_L	头像框
41216d3a	ProfileFrame1030033_L	头像框
414cab5d	WallPaper0009_1	大厅壁纸
4160f13d	WallPaper0031_1	大厅壁纸
4161b627	DeckCase1011	卡盒
417e124f	ProfileIcon1010027_L	头像
41a985c3	WallPaper0123_3	大厅壁纸
41aa2b89	DeckCase0023_L_reverse	卡盒
41c562f0	ProfileIcon1010027	头像
41d94f47	DeckCase0021_L_reverse	卡盒
41da360d	DeckCase2020_Open_L	卡盒
41e7a327	ProfileIcon1012056	头像
41f565ff	ProfileIcon1012004_L	头像
421b3764	CoinTossIcon1180001	硬币
42233e7e	DeckCase2004_L	卡盒
423ce0cd	ProfileFrame1030033	头像框
423d7d87	ProfileIcon1011041_L	头像
4243264c	DeckCase1007_L	卡盒
424c4f98	WallPaper0094_4	大厅壁纸
428c79d6	ProtectorIcon1070108	卡套
42a5b954	ProfileFrame1030031_L	头像框
42b4a402	ProfileIcon1013007	头像
42d4f87a	ProfileIcon1010131	头像
42e7b4d1	DeckCase2023_L	卡盒
430a1b7e	ProfileFrame1032010	头像框
430a4446	DeckCase0032_L	卡盒
4367d363	ProfileFrame1030030_L	头像框
437e7266	WallPaper0063_2	大厅壁纸
43de1a63	DeckCase1004_Open_L	卡盒
440d31a0	DeckCase0018_Open_L	卡盒
441c9d92	ProtectorIcon1070059	卡套
444d2230	Mat_051_01_BaseColor_far	决斗场地
444d2230	Mat_051_02_BaseColor_far	决斗场地
444d2230	Mat_051_03_BaseColor_far	决斗场地
444d2230	Mat_051_05_BaseColor_far	决斗场地
446e7bbf	ProfileFrame1030034_L	头像框
446fca75	WallPaper0062_1	大厅壁纸
4476be0c	ProfileIcon1012033_L	头像
44989c25	DeckCase2032_Open_L	卡盒
44cde8fa	DeckCase1007_L	卡盒
450ee5dd	ProfileIcon1011033	头像
45162f03	DeckCase1003_L	卡盒
455124d4	ProfileFrame1030037	头像框
455c4b76	ProfileIcon1010059	头像
456b0666	ProfileIcon1012048_L	头像
4576f37d	CoinTossIcon1180005	硬币
457e8aa1	ProfileIcon1012028	头像
45ac1188	ProfileFrame1030035_L	头像框
45b2bd9e	DeckCase2027_L	卡盒
460f4c53	ProfileIcon1011008	头像
4628c5e6	ProfileFrame1030037_L	头像框
4628eacb	ProfileIcon1010116_L	头像
462eba39	ProtectorIcon1070087	卡套
464c8582	ProfileFrame1032009_L	头像框
465d134e	WallPaper0008_2	大厅壁纸
465de2f8	ProfileIcon1010062	头像
4671492e	WallPaper0030_2	大厅壁纸
467f0de3	ProfileFrame1031008	头像框
467f232f	ProfileIcon1012013	头像
46934917	ProtectorIcon1070149	卡套
46a64186	DeckCase1013_L_reverse	卡盒
470d52b4	ProfileIcon1010013_L	头像
4719c596	DeckCase2008_Open_L	卡盒
472ace32	DeckCase1014_L_reverse	卡盒
472d20a5	DeckCase2032_L_reverse	卡盒
47457561	ProfileIcon1012017_L	头像
47567539	WallPaper0104_1	大厅壁纸
476e1eb3	Mat_046_01_BaseColor_far	决斗场地
476e1eb3	Mat_046_02_BaseColor_far	决斗场地
476e1eb3	Mat_046_03_BaseColor_far	决斗场地
476e1eb3	Mat_046_04_BaseColor	决斗场地
476e1eb3	Mat_046_06_BaseColor	决斗场地
476e1eb3	Mat_046_07_BaseColor	决斗场地
47862504	ProfileIcon1012030_L	头像
478eefb5	ProfileFrame1032008_L	头像框
47a188d0	ProfileFrame1030001	头像框
47ae57f0	DeckCase2027	卡盒
47c64721	DeckCase2032_L	卡盒
47d7a52a	ProtectorIcon1075004	卡套
47daeb1f	ProfileIcon1010129_L	头像
47eaafd1	ProfileFrame1030036_L	头像框
482203d6	ProfileIcon1011014	头像
485fd43a	ProfileFrame1032001_L	头像框
487a9b3e	Mat_013_01_BaseColor_near	决斗场地
487a9b3e	Mat_013_02_BaseColor_near	决斗场地
487a9b3e	Mat_013_03_BaseColor_near	决斗场地
487a9b3e	Mat_013_04_BaseColor_near	决斗场地
487a9b3e	Mat_013_07_BaseColor_near	决斗场地
48803fff	ProtectorIcon1070154	卡套
488884a8	DeckCase2018_L_reverse	卡盒
48cb6b9c	WallPaper0119_1	大厅壁纸
495abd5e	ProfileIcon1011022_L	头像
499cd0fc	WallPaper0033_2	大厅壁纸
49a6c373	ProfileIcon1010086_L	头像
49b12801	ProfileIcon1012071_L	头像
49d1caee	ProfileIcon1013001_L	头像
4a07cae0	ProfileIcon1013013_L	头像
4a0feb7a	ProtectorIcon1070044	卡套
4a196a63	ProfileFrame1032002_L	头像框
4a19d296	ProfileIcon1010044_L	头像
4a82e36c	ProfileIcon1012055_L	头像
4a92a526	ProfileIcon1012067_L	头像
4a9b32d9	ProtectorIcon1070121	卡套
4add08f0	ProtectorIcon1071013	卡套
4af54fc9	DeckCase0031_Open_L	卡盒
4b3c6ae9	ProfileIcon1010141_L	头像
4b51e569	ProtectorIcon1073016	卡套
4b53c524	ProfileIcon1012034	头像
4b60a4f2	ProfileIcon1012058_L	头像
4b6b44ef	DeckCase2023	卡盒
4b7104f3	ProfileIcon1010045	头像
4b7e87ad	WallPaper0097_1	大厅壁纸
4b8319ba	DeckCase2006_L_reverse	卡盒
4ba9f87e	ProfileIcon1010122_L	头像
4bd4ee58	Mat_049_01_BaseColor_far	决斗场地
4bd4ee58	Mat_049_02_BaseColor_far	决斗场地
4bd4ee58	Mat_049_03_BaseColor_far	决斗场地
4bd4ee58	Mat_049_04_BaseColor	决斗场地
4bd4ee58	Mat_049_05_BaseColor	决斗场地
4bdb0054	ProfileFrame1032003_L	头像框
4bdc25af	DeckCase2008_L	卡盒
4bde8eb0	WallPaper0047_1	大厅壁纸
4be86a1c	DeckCase1006_L	卡盒
4be93139	CoinTossIcon1180020	硬币
4c2fc6a0	DeckCase0033_L	卡盒
4c6a926d	ProfileIcon1010070_L	头像
4c71e418	DeckCase1002_Open_L	卡盒
4c84f520	CoinTossIcon1180024	硬币
4c9f0f3e	ProtectorIcon1070115	卡套
4cb6e8ec	ProfileFrame1030039_L	头像框
4ccb452c	ProfileIcon1012071	头像
4ccf36a3	WallPaper0046_2	大厅壁纸
4cd2a888	ProfileFrame1032007_L	头像框
4cd3d6ce	ProfileIcon1010111_L	头像
4cd6339c	DeckCase2032_L_reverse	卡盒
4cd93517	ProtectorIcon1071027	卡套
4ce1e5dd	ProfileIcon1012053_L	头像
4d10c2bf	ProfileFrame1032006_L	头像框
4d7482db	ProfileFrame1030038_L	头像框
4d777658	DeckCase0015_L_reverse	卡盒
4da4a538	DeckCase1015	卡盒
4de67b62	ProfileIcon1010094_L	头像
4def26ae	ProfileIcon1010091_L	头像
4df5cb6e	ProfileIcon1010096	头像
4df8cddc	ProfileIcon1012066_L	头像
4e10dbbb	ProtectorIcon1070005	卡套
4e4e2f3d	ProfileIcon1013004_L	头像
4e75c876	DeckCase2026_Open_L	卡盒
4e840218	ProtectorIcon1070160	卡套
4e9416d1	ProfileFrame1032004_L	头像框
4ecb06b1	ProfileIcon1012042_L	头像
4ed1b5f8	WallPaper0014_1	大厅壁纸
4edbfc71	ProfileIcon1011029_L	头像
4f224864	DeckCase2009_Open_L	卡盒
4f29fda5	ProfileIcon1011016_L	头像
4f567ce6	ProfileFrame1032005_L	头像框
4fba83de	ProfileIcon1011051	头像
4fc941c8	ProfileFrame1031004	头像框
4fd6bedb	ProfileIcon1012039_L	头像
4fdad38f	WallPaper0118_2	大厅壁纸
4fe01da3	ProfileIcon1010135_L	头像
4fe1fa75	DeckCase0007	卡盒
4ff689ef	WallPaper0120_2	大厅壁纸
4ff81e71	ProfileIcon1010116	头像
501016ba	ProfileFrame1030001_L	头像框
504e3a09	ProfileIcon1010031_L	头像
50763827	DeckCase2001_L_reverse	卡盒
507db492	DeckCase2005_Open_L	卡盒
509865b2	Mat_018_01_BaseColor_near	决斗场地
509865b2	Mat_018_02_BaseColor_near	决斗场地
509865b2	Mat_018_03_BaseColor_near	决斗场地
50c54db9	ProfileIcon1012012_L	头像
50ce5873	DeckCase0013_L	卡盒
511a2404	ProfileIcon1010026_L	头像
5138fbe1	ProfileIcon1010126	头像
5158a799	ProfileIcon1013010	头像
516b8276	ProfileIcon1010134_L	头像
517a1bdf	ProtectorIcon1070142	卡套
517a664e	ProfileIcon1011061	头像
519f0d88	ProfileIcon1011060_L	头像
519f6612	WallPaper0066_1	大厅壁纸
51b431ea	Mat_013_01_BaseColor_far	决斗场地
51b431ea	Mat_013_02_BaseColor_far	决斗场地
51b431ea	Mat_013_03_BaseColor_far	决斗场地
51b431ea	Mat_013_04_BaseColor_far	决斗场地
51b431ea	Mat_013_07_BaseColor_far	决斗场地
51bfb490	ProfileFrame1031010	头像框
51eec27c	ProtectorIcon1070027	卡套
520ba0bc	ProfileIcon1012041	头像
5229ef69	ProfileIcon1010002_L	头像
5256a8e3	ProfileFrame1030002_L	头像框
5264c36c	DeckCase0031_L	卡盒
52a6d95e	WallPaper0100_1	大厅壁纸
52acc6e5	ProfileIcon1011044_L	头像
52d794fe	DeckCase1002_Open_L	卡盒
52ff5415	ProfileIcon1011068_L	头像
530aba77	DeckCase0032	卡盒
530d55c1	ProfileIcon1011057_L	头像
53272cd0	ProtectorIcon1071005	卡套
53345703	ProfileIcon1010079_L	头像
533f7609	WallPaper0123_2glay	大厅壁纸
536116f9	ProtectorIcon1070137	卡套
5381e549	WallPaper0034_2	大厅壁纸
5394c2d4	ProfileFrame1030003_L	头像框
53f5cf5a	ProtectorIcon1070052	卡套
542555ae	WallPaper0126_4	大厅壁纸
544ccb48	DeckCase2001_Open_L	卡盒
54905d5a	WallPaper0035_1	大厅壁纸
549d6a08	ProfileFrame1030007_L	头像框
54caa20d	ProfileFrame1032008	头像框
54fd332d	DeckCase0012_Open_L	卡盒
55231137	ProtectorIcon1071031	卡套
5547c001	Mat_009_01_BaseColor_near	决斗场地
5547c001	Mat_009_02_BaseColor_near	决斗场地
5547c001	Mat_009_03_BaseColor_near	决斗场地
5547c001	Mat_009_04_BaseColor_near	决斗场地
5553c1d9	ProfileIcon1010031_L	头像
555f003f	ProfileFrame1030006_L	头像框
55652b1e	ProtectorIcon1070103	卡套
557e153a	ProfileIcon1011063_L	头像
559320b4	ProfileIcon1012004	头像
55a36fd0	DeckCase1004_L	卡盒
55b1e163	ProfileIcon1010075	头像
55db8e17	CoinTossIcon1180019	硬币
55f1f2bd	ProtectorIcon1070066	卡套
563d7af2	ProfileIcon1010005_L	头像
56600ab4	ProfileIcon1010015_L	头像
568257c5	DeckCase0012_L_reverse	卡盒
568ede01	WallPaper0067_2	大厅壁纸
56b60d42	ProfileIcon1012026_L	头像
56cd18b3	DeckCase2014_L_reverse	卡盒
56d27089	ProfileFrame1031014	头像框
56dbd451	ProfileFrame1030004_L	头像框
56e2e646	ProfileIcon1011024	头像
56e52338	ProfileIcon1011053_L	头像
5718c28d	ProfileIcon1010100_L	头像
5719be66	ProfileFrame1030005_L	头像框
57419707	DeckCase2013_L_reverse	卡盒
57440c96	ProfileIcon1012019_L	头像
575fdb93	DeckCase0030_L	卡盒
577e2638	ProtectorIcon1070176	卡套
578004ed	DeckCase2016	卡盒
57eaff9b	ProtectorIcon1070013	卡套
57f89b52	ProfileIcon1011028_L	头像
58117e58	ProfileIcon1011035_L	头像
581b3810	ProtectorIcon1072010_1	卡套
586a9518	ProfileIcon1011034_L	头像
586b8484	Mat_025_01_BaseColor_far	决斗场地
586b8484	Mat_025_02_BaseColor_far	决斗场地
586b8484	Mat_025_03_BaseColor_far	决斗场地
586b8484	Mat_025_04_BaseColor	决斗场地
586b8484	Mat_025_05_BaseColor_far	决斗场地
589457d4	ProfileIcon1010073_L	头像
589d0768	ProfileIcon1010052	头像
58bfc6bf	ProfileIcon1012023	头像
58cfa9c3	ProfileIcon1011038	头像
5920020f	CoinTossIcon1180024	硬币
593f9ac4	WallPaper0042_2	大厅壁纸
5989efbe	ProfileIcon1010008_L	头像
598d42ed	DeckCase2030_L	卡盒
599f93d9	WallPaper0092_2	大厅壁纸
59f22e94	ProfileFrameCommonDist001	头像框
59f22e94	ProfileFrameCommonEfTex019_r8	头像框
59f22e94	ProfileFrameMask1031024	头像框
5a2c6eda	DeckCase0026_L_reverse	卡盒
5a3d8f12	DeckCase0002_L_reverse	卡盒
5a803102	DeckCase2006_Open_L	卡盒
5a86ed36	DeckCase1005_L	卡盒
5adba841	Mat_010_01_BaseColor_near	决斗场地
5adba841	Mat_010_02_BaseColor_near	决斗场地
5adba841	Mat_010_05_BaseColor_near	决斗场地
5b0d43ff	WallPaper0028_1	大厅壁纸
5b21199f	WallPaper0010_1	大厅壁纸
5b22b535	ProfileIcon1011011_L	头像
5b27d18c	ProfileFrame1030023	头像框
5b29fad0	ProfileIcon1010052_L	头像
5b4517f2	DeckCase2012	卡盒
5b52cd56	DeckCase0014_Open_L	卡盒
5b57120b	ProfileIcon1010089_L	头像
5b9caee6	ProfileIcon1010069	头像
5ba28d60	ProfileIcon1012071_L	头像
5ba79cb9	ProfileIcon1010057_L	头像
5bb100a6	DeckCase0005_L_reverse	卡盒
5bbe6f31	ProfileIcon1012018	头像
5bce004d	ProfileIcon1011003	头像
5c141dea	ProfileIcon1010101	头像
5c1b6eb4	DeckCase1005_Open_L	卡盒
5c1cfbec	WallPaper0029_2	大厅壁纸
5c30a18c	WallPaper0011_2	大厅壁纸
5c4a1595	ProfileFrame1030027	头像框
5c568045	ProfileIcon1011046	头像
5c589b85	ProfileIcon1011022_L	头像
5c6dc23c	CoinTossIcon1180015	硬币
5c81e695	DeckCase1008_Open_L	卡盒
5ca8bbff	ProfileIcon1010059_L	头像
5cc291d1	ProtectorIcon1072001_2	卡套
5cd65324	ProfileIcon1010082_L	头像
5cddb209	ProfileIcon1010064_L	头像
5d179d9b	WallPaper0125_1	大厅壁纸
5d345a38	ProtectorIcon1071018	卡套
5d41418a	DeckCase0030_L	卡盒
5d4523ef	ProfileIcon1011059_L	头像
5d5aba2b	ProfileIcon1010066_L	头像
5d7cee26	ProfileFrame1032004	头像框
5dd1cd9b	ProfileIcon1012045_L	头像
5e034702	ProfileFrame1030009_L	头像框
5e19c8f5	ProfileIcon1010081	头像
5e2e22d7	WallPaper0043_1	大厅壁纸
5e4dc616	CoinTossIcon1180020	硬币
5e55ec75	DeckCase1002_L_reverse	卡盒
5e9fea8d	ProfileFrameCommonDist001	头像框
5e9fea8d	ProfileFrameCommonEfTex019_r8	头像框
5e9fea8d	ProfileFrameEfTex1031020_01	头像框
5e9fea8d	ProfileFrameMask1031020	头像框
5f040df2	Mat_001_01_BaseColor_near	决斗场地
5f040df2	Mat_001_02_BaseColor	决斗场地
5f040df2	Mat_001_03_BaseColor_near	决斗场地
5f040df2	Mat_001_04_BaseColor	决斗场地
5f040df2	Mat_001_05_BaseColor_near	决斗场地
5f040df2	Mat_001_M07188_01_BaseColor	决斗场地
5f058760	ProfileIcon1010017	头像
5f2746b7	ProfileIcon1012066	头像
5f643ca2	ProfileFrame1031018	头像框
5f6b50e8	ProfileIcon1011006_L	头像
5fa9113e	ProfileFrameCommonDist001	头像框
5fa9113e	ProfileFrameCommonEfTex015_r8	头像框
5fa9113e	ProfileFrameMask1033003_01	头像框
5fc12d35	ProfileFrame1030008_L	头像框
5fd24ae9	DeckCase2003_Open_L	卡盒
5fd49e19	ProtectorIcon1070091	卡套
5fee7964	ProfileIcon1010040_L	头像
60138c1e	WallPaper0077_1	大厅壁纸
60675b5e	ProfileIcon1010021_L	头像
606ccb4f	DeckCase0028_L	卡盒
60c462fa	CoinTossIcon1180010	硬币
60d36490	ProtectorIcon1071029	卡套
60e272d2	ProfileIcon1011067_L	头像
61641af8	DeckCase0025_Open_L	卡盒
616f1bec	DeckCase0001_L	卡盒
617efb68	DeckCase2013_Open_L	卡盒
618d789a	ProfileFrame1031026_L	头像框
619f82e6	DeckCase2029_L_reverse	卡盒
61af2cdf	ProfileIcon1011052_L	头像
61ce46f3	WallPaper2005_Top	大厅壁纸
61d74b65	ProfileIcon1011026	头像
6209acf4	ProfileFrame1031024_L	头像框
620d0f45	WallPaper0025_2	大厅壁纸
622eb693	DeckCase0029_L	卡盒
626389ed	DeckCase0002_L_reverse	卡盒
626734a7	ProfileIcon1012017_L	头像
6272003d	ProfileFrameCommonEfTex007_r8_	头像框
6272003d	ProfileFrameCommonEfTex013_r8_	头像框
6272003d	ProfileFrameMask1031008	头像框
62844c40	ProfileIcon1010077	头像
62869d8e	DeckCase2027_L_reverse	卡盒
62a02ca6	CoinTossIcon1180008	硬币
62a68d97	ProfileIcon1012006	头像
62cc01d5	ProfileIcon1011038_L	头像
62dce5c9	DeckCase3001_L	卡盒
62ec4317	ProfileIcon1010034_L	头像
62ffa2db	DeckCase2029_Open_L	卡盒
63066932	WallPaper0129_1	大厅壁纸
630a123a	DeckCase2020_L_reverse	卡盒
632a3352	WallPaper0111_1	大厅壁纸
63549033	ProfileIcon1010005_L	头像
63603696	DeckCase3001_Open_L	卡盒
63953573	ProfileIcon1012028_L	头像
63c9fb68	ProfileIcon1010131_L	头像
63cbc6c3	ProfileFrame1031025_L	头像框
63d1b9bf	ProfileIcon1011043_L	头像
6414745c	ProfileIcon1012023_L	头像
6417d121	WallPaper0128_2	大厅壁纸
642ebe83	ProfileIcon1010036_L	头像
64379d56	ProtectorIcon1070094	卡套
643b8b41	WallPaper0110_2	大厅壁纸
64420d91	DeckCase1003	卡盒
6497e60f	DeckCase2011_L_reverse	卡盒
64ab970f	ProfileIcon1011070_L	头像
64c26e1f	ProfileFrame1031021_L	头像框
65000428	ProfileFrame1031020_L	头像框
651cb756	WallPaper0024_1	大厅壁纸
651ccc48	ProfileIcon1010032	头像
653a4c7f	WallPaper0023_2	大厅壁纸
653e0d9f	ProfileIcon1012043	头像
654e62e3	ProfileIcon1011058	头像
65936e4c	DeckCase0011_Open_L	卡盒
65babb93	ProfileIcon1010105_L	头像
65d5c3a8	WallPaper0136_3	大厅壁纸
65e49d47	DeckCase2032_Open_L	卡盒
6600cd84	ProfileIcon1010069_L	头像
660752dc	DeckCase0011	卡盒
660d56c2	ProfileIcon1010124	头像
6610e6ae	DeckCase1001_L	卡盒
661d65c6	ProfileIcon1010009	头像
662e6df0	ProfileIcon1011059_L	头像
663fa411	ProfileIcon1012078	头像
664fcb6d	ProfileIcon1011063	头像
666d0aba	ProfileIcon1013012	头像
6684d046	ProfileFrame1031022_L	头像框
66dff4f4	Mat_042_01_BaseColor_far	决斗场地
66dff4f4	Mat_042_02_BaseColor_far	决斗场地
66dff4f4	Mat_042_03_BaseColor_far	决斗场地
66dff4f4	Mat_042_05_BaseColor	决斗场地
66e2b5f4	DeckCase2029_L	卡盒
6702340d	WallPaper0076_2	大厅壁纸
670716a0	ProfileFrameCommonClTex003	头像框
670716a0	ProfileFrameCommonClTex004	头像框
670716a0	ProfileFrameCommonDist001	头像框
670716a0	ProfileFrameEfTex1032010_01	头像框
670716a0	ProfileFrameMask1032010	头像框
671d75ee	ProfileIcon1010012_L	头像
67391dfe	DeckCase0001_L	卡盒
6746ba71	ProfileFrame1031023_L	头像框
674ce4b2	Mat_017_01_BaseColor_near	决斗场地
674ce4b2	Mat_017_02_BaseColor_near	决斗场地
674ce4b2	Mat_017_03_BaseColor_near	决斗场地
674ce4b2	Mat_017_05_BaseColor_near	决斗场地
6757cf2d	WallPaper2001_2	大厅壁纸
675bb4ee	ProtectorIcon1073018	卡套
67985c62	ProfileIcon1011054_L	头像
67a9a6e3	CoinTossIcon1180014	硬币
67dc6c24	ProfileIcon1011066_L	头像
67e5a4de	DeckCase1010_Open_L	卡盒
67ec8a7a	DeckCase2008	卡盒
6803c471	ShopBGBase04	大厅背景
6812eb94	ProfileIcon1012064	头像
681379d5	WallPaper0083_2	大厅壁纸
6816cc15	ProtectorIcon1070057	卡套
68201947	ProfileIcon1010138	头像
68302a43	ProfileIcon1010015	头像
6839df10	DeckCase2025_L_reverse	卡盒
684f4f52	DeckCase1010_Open_L	卡盒
